,letter,x-box,y-box,width,height,onpix,x-bar,y-bar,x2bar,y2bar,xybar,x2ybr,xy2br,x-ege,xegvy,y-ege,yegvx
9966,A,5,9,6,7,4,7,4,3,1,7,2,8,3,8,3,8
13695,Y,3,5,4,3,2,4,11,2,7,11,10,6,1,11,2,5
13075,K,3,4,6,3,3,6,7,2,7,10,7,10,3,8,3,7
18899,B,4,8,5,6,5,10,7,3,6,10,4,6,2,8,4,10
11092,E,3,6,4,4,2,4,8,6,10,7,5,13,0,8,7,8
4811,C,5,9,6,7,7,5,6,3,4,7,6,11,6,9,3,8
7962,V,4,11,6,8,4,5,11,2,3,8,11,9,2,10,1,8
12736,Q,1,0,2,1,1,8,7,6,4,6,6,9,2,8,3,8
3389,X,3,5,4,5,4,6,7,2,5,8,7,10,2,10,7,8
17809,P,1,0,2,0,0,5,11,6,1,9,6,5,1,9,3,8
7744,O,4,5,6,7,3,9,8,9,8,6,7,10,3,8,4,8
19260,D,5,9,6,6,5,5,8,9,7,7,7,6,2,8,3,8
3304,M,5,7,7,5,6,7,7,3,4,9,8,9,7,5,2,8
5396,J,2,7,4,5,2,7,7,3,5,15,6,9,1,6,1,7
12766,Z,3,11,4,8,2,7,7,4,14,10,6,8,0,8,8,8
596,M,4,7,6,5,6,9,7,5,5,6,7,5,8,6,2,6
9549,O,6,12,4,6,3,7,8,5,4,8,4,7,5,8,5,8
606,K,4,4,4,6,2,4,7,8,1,7,6,11,3,8,2,11
11855,R,4,7,6,5,4,10,7,3,6,11,2,6,3,7,4,10
11033,M,4,2,5,3,4,6,6,6,5,7,7,10,8,6,2,8
19807,H,3,7,5,5,5,6,7,6,6,7,6,10,3,8,3,9
16127,K,3,5,5,4,3,5,7,1,7,10,8,11,3,8,3,8
19751,U,9,11,9,8,4,3,10,6,8,13,12,9,3,9,1,6
256,R,2,4,4,3,3,7,8,4,4,9,5,8,2,6,3,10
5377,L,1,4,3,3,1,6,5,1,6,8,3,10,1,7,2,9
6921,R,4,9,6,7,4,9,8,3,6,9,3,8,3,6,4,11
7840,E,3,4,3,6,2,3,7,6,10,7,6,14,0,8,7,8
638,A,3,8,5,5,2,7,4,3,1,7,1,8,3,7,2,8
1024,P,4,8,4,5,2,3,14,8,1,11,7,3,1,10,4,8
1276,W,6,5,7,4,3,3,10,3,3,10,10,8,7,10,1,7
14716,K,3,3,3,4,1,3,7,8,3,7,6,11,4,8,2,11
1763,V,2,0,3,1,0,7,9,4,2,7,13,8,2,10,0,8
18364,U,5,9,5,6,4,7,5,14,5,7,11,8,3,9,0,8
794,M,7,10,9,8,8,9,6,2,5,9,5,7,9,8,2,8
18547,Z,2,3,4,2,1,7,7,2,9,11,6,8,1,8,5,7
15566,L,2,6,3,4,2,4,5,1,8,6,2,10,0,7,3,6
12500,N,5,7,7,5,6,6,8,3,4,8,7,9,6,9,5,5
9427,O,2,5,3,4,2,8,7,7,4,9,6,8,2,8,2,8
19472,T,3,4,4,6,1,6,15,1,6,8,11,7,0,8,0,8
17917,A,5,10,5,5,3,11,4,4,2,11,3,10,6,4,4,10
17361,Q,6,7,6,9,5,7,10,5,3,7,10,11,4,10,7,8
11672,T,5,9,6,7,7,6,8,3,6,7,6,10,5,8,5,7
13699,A,6,9,5,4,2,11,3,3,1,9,3,10,4,5,4,10
17398,Z,1,3,2,1,1,8,7,1,8,11,6,8,1,8,5,8
1939,V,6,10,5,5,2,8,10,6,3,7,9,5,6,13,3,7
249,B,5,9,7,7,6,7,9,5,6,10,6,6,3,8,7,8
17479,Y,5,7,7,11,10,8,9,3,2,5,8,10,6,13,9,9
10226,X,2,3,4,2,2,9,7,2,8,11,3,7,2,7,2,8
12604,S,3,8,4,6,3,9,7,7,6,7,6,8,2,9,9,8
15973,V,4,4,6,7,1,9,8,5,3,6,14,8,3,9,0,8
12070,A,2,4,4,3,2,11,2,2,2,9,2,9,2,6,2,8
11363,G,5,8,6,6,4,7,6,7,8,7,5,11,3,11,5,8
13951,M,3,5,6,4,4,9,6,2,4,9,4,6,8,5,2,8
6061,C,3,6,5,4,3,7,7,7,6,8,6,11,3,9,4,8
6033,Y,7,10,7,8,4,3,10,2,7,11,11,7,1,11,3,5
10057,O,6,9,7,7,5,7,8,8,6,10,7,9,3,8,3,8
7745,Q,3,6,4,6,2,7,6,8,5,6,7,7,3,8,5,9
6834,P,1,3,3,2,1,6,10,3,3,12,6,4,0,9,2,8
1640,U,2,6,3,4,1,8,5,13,5,6,13,8,3,9,0,8
14322,N,5,8,7,6,4,7,8,6,5,7,6,5,7,11,3,5
15934,G,6,10,7,8,9,8,6,4,4,6,5,9,7,7,8,13
3856,M,4,2,5,3,4,8,6,6,4,7,7,9,9,5,2,8
2138,H,4,5,7,4,4,7,8,3,6,10,6,8,3,8,3,8
4262,Q,6,9,6,10,6,8,6,7,4,9,6,10,4,10,7,6
457,Y,3,3,5,4,1,9,9,3,1,5,13,8,2,10,0,8
18118,D,3,7,5,5,6,8,8,5,4,7,6,6,6,8,7,6
7230,Q,2,3,3,4,2,8,8,5,2,8,8,10,2,9,4,8
1169,V,4,6,5,4,3,9,11,3,1,4,10,9,3,11,4,9
17174,O,5,10,6,7,3,8,8,9,8,7,7,8,3,8,4,8
6654,U,2,3,2,1,1,6,8,5,6,9,8,8,3,10,2,6
13160,G,2,2,3,3,2,7,6,6,6,7,6,10,2,9,4,9
575,G,6,11,7,8,5,5,7,6,6,9,8,10,2,8,5,9
17658,H,5,4,6,6,2,7,7,15,0,7,6,8,3,8,0,8
7187,G,7,11,8,8,7,5,5,6,6,6,5,11,4,10,4,9
8076,H,2,2,3,3,2,8,7,6,6,7,6,7,3,8,3,7
592,B,3,4,3,3,3,7,7,5,5,7,6,6,2,8,6,9
3158,Y,3,5,5,8,7,8,7,4,2,6,8,9,4,11,7,8
13359,X,3,7,4,4,1,7,7,4,4,7,6,8,3,8,4,8
6616,P,4,8,6,6,3,6,11,5,4,12,5,3,1,10,3,8
13808,H,3,7,6,5,3,4,8,3,6,10,10,9,3,8,3,6
4645,M,4,7,6,5,5,9,7,2,4,9,6,7,7,5,2,7
15297,U,5,7,5,5,2,4,9,5,7,12,11,8,3,9,1,7
1495,T,4,8,6,6,5,6,8,7,7,8,7,8,3,10,6,9
11024,T,2,1,2,2,1,8,11,3,5,7,10,7,2,11,1,7
19771,G,4,8,6,6,4,6,6,6,6,7,5,11,3,10,4,9
11927,K,5,11,6,8,3,4,8,9,2,7,4,11,4,8,2,11
17034,T,7,12,6,6,4,5,11,2,7,12,7,5,2,9,5,4
7052,P,4,6,4,8,3,5,9,10,5,8,6,5,2,10,4,8
17199,W,5,9,7,7,11,10,7,5,2,7,7,8,13,10,3,6
8024,N,7,12,8,6,4,12,4,5,3,13,0,7,5,7,0,7
14277,S,3,4,5,3,2,9,7,3,7,10,4,7,1,9,5,10
4619,W,6,6,6,4,4,2,11,2,2,10,10,8,6,11,1,7
7894,V,4,7,6,6,6,7,8,6,4,7,6,8,6,9,7,7
7362,P,4,7,6,5,4,9,8,2,6,13,5,6,1,10,3,9
854,C,7,10,5,5,2,6,10,6,7,12,8,8,2,9,5,8
598,V,6,12,5,7,3,7,10,6,4,9,9,5,5,12,3,8
12280,S,3,7,4,5,2,7,7,5,8,5,6,8,0,8,9,8
5216,L,3,7,5,5,3,7,3,2,7,8,2,9,2,5,3,8
7785,P,2,7,3,4,2,4,12,8,2,10,6,4,1,10,3,8
19157,D,4,8,6,6,8,9,8,5,6,7,6,6,4,7,8,8
14372,P,2,4,4,2,2,7,10,4,3,12,5,3,1,10,2,8
1622,A,5,10,8,8,5,11,3,1,2,8,2,9,4,6,3,8
18970,G,4,4,5,6,2,7,5,7,8,6,5,11,1,8,6,11
5434,P,5,11,8,8,6,8,9,3,5,13,5,4,4,10,4,8
4659,Y,3,5,4,4,2,4,11,2,7,11,10,6,1,11,2,5
15845,K,3,4,5,3,2,5,7,2,7,10,8,10,3,8,3,7
12026,E,3,5,5,3,2,8,7,2,8,11,5,8,2,8,5,10
8904,T,2,7,3,4,1,5,14,1,6,9,11,7,0,8,0,8
10534,W,3,6,5,4,7,9,7,5,1,7,6,8,7,10,2,7
502,A,3,9,6,7,3,11,2,3,3,10,2,9,2,6,3,8
214,J,1,3,2,2,1,10,6,2,6,12,4,9,0,7,1,7
16382,B,2,4,4,3,3,8,7,3,6,10,5,6,2,8,4,10
16313,B,10,13,7,8,5,10,5,5,6,11,3,9,6,7,7,11
5606,G,2,3,3,2,1,6,7,5,5,9,7,10,1,8,4,10
14031,N,6,11,9,8,6,7,9,2,4,9,6,7,6,8,1,8
263,F,5,11,7,8,6,7,9,3,6,12,7,6,3,9,2,7
13731,Y,9,14,8,8,5,4,9,4,3,11,10,6,4,11,4,5
11566,W,6,10,6,7,6,3,10,2,3,10,10,8,6,11,2,6
13769,F,8,13,7,7,4,5,9,2,7,11,7,6,2,10,5,5
13915,H,3,6,4,4,4,7,7,5,6,7,6,9,3,8,3,8
12516,I,0,6,0,4,0,7,7,5,3,7,6,8,0,8,0,8
18377,A,1,3,2,2,1,12,2,3,1,11,2,9,2,6,2,8
19381,Q,1,2,2,3,2,8,8,5,2,8,7,9,2,9,3,9
17664,P,6,11,8,8,5,7,12,8,3,11,4,2,1,10,5,7
7756,U,6,7,7,5,3,4,9,6,7,12,11,8,3,9,2,6
9130,G,3,7,4,5,2,8,8,8,7,5,7,9,2,7,5,10
5543,E,4,8,6,6,6,7,7,5,8,7,7,9,3,8,6,9
2375,T,8,11,7,6,3,7,9,4,8,13,6,8,2,7,4,6
3900,P,2,3,3,2,2,5,9,4,4,9,7,4,1,10,3,7
4367,B,3,4,5,3,3,8,7,2,6,11,5,7,2,8,4,9
28,H,6,9,8,7,6,8,6,6,7,7,7,9,6,8,4,8
8135,J,1,2,2,3,1,10,6,2,6,12,4,8,1,6,1,7
9935,O,3,7,4,5,3,8,7,6,4,9,5,8,3,8,3,8
12980,E,3,7,3,5,2,3,7,6,9,7,6,14,0,8,7,8
226,L,3,6,4,4,2,5,4,3,8,3,2,6,1,6,2,5
13289,B,3,8,5,6,4,8,7,7,6,7,6,5,2,8,8,9
18121,F,3,3,4,4,1,2,13,5,4,12,10,6,0,8,2,6
6990,T,3,6,5,4,3,6,11,3,7,8,11,7,4,11,1,7
12557,Q,2,2,3,3,2,8,8,6,2,5,6,9,2,9,5,10
13389,R,5,9,7,7,7,8,6,7,3,8,6,7,6,6,7,10
3495,Z,2,7,3,5,3,7,8,5,8,7,6,10,1,9,7,7
16867,L,2,7,3,5,2,4,4,4,7,2,1,6,1,6,1,6
9381,U,4,10,6,8,10,9,8,4,4,6,7,8,9,7,8,8
11241,G,8,15,6,8,5,9,5,5,3,9,6,9,5,9,8,8
14665,D,5,10,7,7,5,10,6,4,7,11,3,6,4,6,4,8
15295,P,5,9,7,7,5,7,11,6,3,11,5,2,2,11,3,8
18044,G,1,3,2,1,1,7,7,5,5,6,6,9,2,8,3,9
3031,F,2,1,2,2,1,5,10,4,5,10,9,5,1,10,3,7
9770,A,3,11,5,8,4,8,5,3,0,7,1,8,2,7,3,8
10043,I,0,0,0,0,0,7,7,4,4,7,6,8,0,8,0,8
10005,H,7,10,7,5,3,8,7,4,4,9,7,7,6,10,5,9
7464,V,3,7,5,5,1,7,8,4,3,7,13,8,3,9,0,8
7409,W,5,6,7,4,4,5,11,3,2,9,8,7,9,13,2,5
3666,E,6,11,4,6,2,6,8,4,6,10,6,9,2,9,8,9
15378,U,6,10,8,8,8,8,7,9,5,6,6,9,3,8,5,5
3653,O,5,10,7,8,5,7,8,9,6,7,7,8,3,8,4,7
7700,X,9,13,8,8,4,6,7,3,9,9,9,9,4,8,4,6
12403,Q,3,6,4,8,4,8,8,5,2,8,8,10,3,9,5,8
12879,Y,2,4,3,3,1,3,11,3,5,12,10,6,1,10,1,6
9718,E,3,6,4,4,4,8,7,6,2,7,6,11,3,8,7,10
15683,J,1,4,2,3,1,10,6,2,6,12,4,9,0,7,1,7
4296,J,4,10,6,7,6,10,8,3,4,8,3,6,4,8,7,7
5574,D,3,2,4,3,3,7,7,7,7,7,6,5,2,8,3,7
6,B,4,2,5,4,4,8,7,6,6,7,6,6,2,8,7,10
2866,A,1,1,2,1,1,7,3,2,1,6,2,8,1,6,1,7
4075,E,2,1,2,1,2,7,7,5,6,7,6,8,2,8,5,10
8820,W,10,11,10,8,7,5,11,3,3,9,8,7,8,11,3,5
11197,C,5,6,6,5,5,5,8,3,5,7,6,10,3,10,8,7
18399,W,4,9,6,7,3,9,8,4,1,7,8,8,8,9,0,8
2129,U,6,7,7,5,3,4,10,6,7,12,11,8,3,9,2,7
3841,P,7,10,6,5,3,5,11,5,2,12,5,4,4,9,4,8
6502,Q,4,4,6,6,6,9,11,5,0,5,7,10,5,12,4,10
17751,J,3,5,4,8,1,11,2,11,3,13,7,14,1,6,0,8
19008,B,5,11,5,6,5,8,7,3,4,9,6,7,6,7,8,7
12402,X,5,11,8,8,5,11,7,1,8,10,2,6,4,9,4,11
3357,S,3,5,3,4,2,8,7,7,5,8,6,7,2,9,9,8
7312,L,8,13,7,7,3,6,4,3,7,10,4,13,3,5,6,8
14461,X,3,4,4,3,2,8,7,3,9,6,6,8,2,8,6,8
4589,I,0,6,0,4,0,7,7,4,4,7,6,8,0,8,0,8
9472,Y,4,7,6,9,9,9,6,6,3,7,7,8,7,9,6,5
10218,I,4,10,5,8,2,7,6,0,9,14,6,9,0,8,1,8
1017,L,5,10,7,7,3,6,4,1,10,8,2,11,0,7,3,7
5005,P,4,9,5,6,4,5,11,8,2,9,5,4,1,10,3,7
19814,Y,1,0,2,0,0,7,10,3,1,7,12,8,1,11,0,8
17051,Y,7,9,7,7,3,5,9,1,9,9,10,5,1,11,4,3
16731,B,2,1,3,1,2,7,7,5,5,7,6,6,1,8,5,9
726,B,6,9,9,8,10,7,8,5,5,7,7,8,7,9,9,6
13086,J,5,11,7,8,4,10,6,1,7,14,3,7,0,7,1,8
1839,C,4,9,6,7,4,5,8,6,6,8,8,15,3,10,4,9
5339,U,4,5,5,4,2,4,8,5,7,10,9,9,3,9,2,5
12042,V,8,11,7,8,5,2,11,2,3,10,11,8,2,10,1,8
198,K,4,7,6,5,4,3,8,3,7,11,11,12,3,8,3,5
1029,H,3,4,4,5,2,7,9,15,2,7,3,8,3,8,0,8
13100,H,5,9,5,6,2,7,8,15,0,7,5,8,3,8,0,8
16869,D,4,7,6,6,6,7,8,5,6,6,4,7,4,7,7,5
2829,P,8,15,8,8,5,9,8,4,4,11,4,5,5,11,6,7
3274,F,3,8,3,6,1,1,12,4,5,12,11,8,0,8,2,6
9346,R,4,6,5,4,3,9,7,4,5,10,3,7,3,7,4,10
14078,V,1,0,2,0,0,8,9,3,2,6,12,8,2,10,0,8
19836,G,5,11,7,8,6,7,6,7,8,6,5,8,2,10,8,12
17191,M,8,9,11,7,7,6,7,3,5,9,9,9,8,6,2,8
5449,S,3,7,4,5,3,7,8,3,7,10,5,7,2,7,5,8
10946,I,1,1,0,2,0,7,7,1,7,7,6,8,0,8,2,8
10641,M,5,7,7,5,4,6,6,3,5,10,9,9,7,5,2,8
12136,T,5,10,7,7,8,6,8,4,6,7,6,9,5,8,5,6
10305,R,2,4,2,3,2,7,7,5,5,6,5,7,2,7,4,8
301,F,4,8,4,5,1,1,13,5,5,12,11,7,0,8,2,6
9237,A,4,7,7,5,5,7,6,2,4,6,1,6,3,5,3,7
4193,H,5,6,7,4,4,10,7,4,6,10,2,7,3,8,3,9
10618,H,3,6,4,4,3,7,6,12,1,7,8,8,3,9,0,8
8946,O,6,9,8,6,9,8,9,5,2,7,7,8,9,9,6,12
3350,R,4,7,6,5,6,6,8,3,4,6,6,9,6,10,7,5
795,K,4,9,6,7,7,6,6,3,4,6,5,9,8,6,8,8
12192,F,3,6,4,4,4,7,8,4,6,8,8,6,5,9,3,7
18352,G,4,9,5,7,3,8,8,8,8,6,7,8,2,7,6,11
4279,T,1,0,1,0,0,7,14,1,4,7,10,8,0,8,0,8
3282,G,5,9,6,7,3,8,6,8,9,6,6,10,1,8,6,10
11135,D,1,1,2,2,1,6,7,8,6,6,6,6,2,8,3,8
696,G,2,3,3,2,1,6,7,5,5,9,7,10,2,8,4,10
8814,U,10,13,9,7,4,6,4,5,5,4,8,7,6,7,2,7
12913,I,1,6,0,8,1,7,7,4,4,7,6,8,0,8,0,8
1925,Y,6,11,6,8,3,4,10,2,7,10,11,6,1,11,3,4
11698,K,8,10,11,8,6,8,6,2,7,10,4,9,4,8,4,9
1118,H,3,5,5,3,3,8,6,3,5,10,6,9,3,7,3,8
11224,U,9,14,8,8,4,7,6,4,5,4,8,5,7,5,3,6
3976,J,5,8,3,12,3,9,6,2,4,9,5,6,3,9,5,10
19115,T,2,3,3,1,1,5,12,2,7,11,9,4,0,9,1,5
16716,C,2,5,3,3,2,6,8,7,7,8,7,13,1,9,4,10
9765,J,3,11,4,9,4,10,7,1,7,11,3,7,0,7,1,7
18623,T,3,4,4,3,1,5,11,2,7,11,9,4,1,10,2,5
59,L,5,10,6,8,5,9,3,2,6,9,2,9,2,5,3,9
1923,S,4,7,6,5,6,8,9,4,4,9,5,7,4,9,10,9
11589,F,6,9,8,7,6,5,11,6,5,12,8,5,3,9,2,5
2371,W,4,4,6,3,3,8,11,3,2,6,9,8,8,12,1,7
19375,Q,3,5,4,5,2,8,8,7,5,6,7,8,3,8,5,9
13604,J,2,4,4,3,1,9,6,2,6,14,5,10,0,7,0,7
1691,H,3,3,4,4,2,7,7,14,1,7,6,8,3,8,0,8
823,T,9,11,9,8,7,7,10,2,9,11,9,5,4,11,5,5
12885,A,2,4,4,6,2,7,3,3,3,7,1,8,3,6,3,8
14009,R,4,7,6,5,6,8,8,7,3,8,5,6,4,7,7,9
14364,O,3,5,4,4,3,8,7,7,4,9,5,8,2,8,2,8
12299,D,3,8,4,6,2,5,7,10,8,6,5,5,3,8,4,8
13575,B,1,0,1,1,1,7,7,7,4,6,6,7,1,8,6,9
16048,A,4,6,5,4,5,7,6,7,4,7,6,9,2,9,8,4
19419,S,4,5,5,7,3,7,6,6,9,5,6,10,0,9,9,8
16582,O,1,0,2,1,0,7,7,6,5,7,6,8,2,8,3,8
2037,C,3,2,4,4,2,6,8,7,8,9,8,13,1,9,4,10
1534,X,3,6,4,4,2,7,7,4,4,7,6,8,2,8,4,8
7514,F,5,8,7,6,5,7,9,3,5,13,7,6,2,10,2,7
18952,F,7,10,6,5,4,8,9,3,4,11,6,5,3,9,6,7
10708,Z,4,9,5,7,2,7,7,4,15,9,6,8,0,8,8,8
6886,L,4,7,5,5,3,7,4,1,8,8,2,10,0,6,2,8
3669,X,3,6,4,4,1,7,7,4,4,7,6,8,3,8,4,8
19227,M,5,8,5,6,5,8,5,11,0,7,8,8,7,5,0,8
7474,I,1,4,0,2,0,7,7,1,7,7,6,8,0,8,2,8
9270,Q,5,5,5,6,5,8,7,6,2,8,6,11,3,9,6,8
2332,D,4,11,4,8,3,5,7,11,8,7,6,5,3,8,4,8
15745,N,5,9,6,4,3,2,11,3,3,12,11,9,4,9,0,8
1188,Z,4,9,6,6,4,8,7,2,9,11,5,9,1,8,6,8
3290,U,2,6,3,4,1,8,6,12,5,7,13,8,3,9,0,8
3876,M,3,7,4,5,3,7,7,11,1,7,9,8,8,5,0,8
11185,H,2,4,3,3,2,6,7,5,6,7,6,8,6,8,3,8
7320,G,3,7,4,5,3,6,6,6,5,10,7,13,2,9,4,10
13745,Z,3,7,4,5,2,7,8,2,10,11,7,8,1,9,6,7
15209,R,4,9,6,7,6,7,9,5,6,8,4,8,3,6,5,11
16269,E,5,7,7,5,5,8,6,1,8,11,4,9,3,8,5,10
919,P,4,8,6,12,10,8,9,5,0,8,6,7,5,11,6,6
18620,X,2,7,4,5,4,7,6,2,6,7,5,8,3,7,5,9
1346,N,5,9,7,6,4,7,9,6,5,7,6,7,7,9,3,7
15087,X,4,10,5,8,3,7,7,4,4,7,6,8,3,8,4,8
17237,C,9,14,6,8,3,5,11,6,9,12,8,7,2,8,6,8
16356,E,5,11,7,8,8,8,5,7,3,8,6,11,5,8,8,10
1612,E,5,11,7,8,5,5,9,4,9,11,9,8,3,8,5,5
3130,Q,1,0,2,1,0,8,7,6,3,6,6,9,2,8,3,8
17817,M,8,10,10,6,5,9,3,3,2,9,3,10,8,1,2,9
14358,H,5,10,5,7,3,7,6,15,1,7,7,8,3,8,0,8
18564,Q,6,7,8,10,11,9,7,6,1,6,6,9,9,11,6,9
5000,E,4,10,4,8,4,3,8,5,9,7,6,14,0,8,6,8
5985,B,4,8,6,6,5,7,9,5,5,9,6,5,3,7,8,7
1466,Y,4,10,6,8,2,5,11,1,4,9,11,8,0,10,0,8
1004,G,1,0,2,0,1,8,7,5,5,6,6,9,1,7,5,10
5213,T,2,1,3,3,1,7,12,3,6,7,11,8,2,11,1,8
3024,Q,4,7,6,6,5,6,4,4,4,5,3,7,3,6,5,6
15904,F,6,11,8,8,4,4,14,4,5,13,7,2,1,10,2,5
18494,R,4,9,6,6,5,6,8,6,6,6,4,9,3,6,6,9
2034,Z,2,1,2,2,1,7,7,3,11,9,6,8,0,8,7,8
7337,Q,3,3,4,4,3,8,8,6,2,5,7,10,3,9,6,10
9095,V,4,7,4,5,3,4,12,2,2,9,11,8,3,11,1,7
3532,O,7,14,5,8,4,5,6,7,4,10,6,9,6,9,5,7
13433,X,3,6,5,4,4,7,8,3,5,6,6,9,3,8,8,8
15449,H,5,10,6,7,3,7,7,15,0,7,6,8,3,8,0,8
10373,D,4,9,6,6,8,8,9,5,4,8,7,6,7,10,10,5
5287,H,3,8,5,6,6,8,7,4,2,6,6,7,6,8,8,7
496,O,2,3,2,1,1,8,7,6,4,9,6,8,2,8,3,8
18898,G,5,4,6,6,3,8,8,8,8,6,7,8,2,7,6,11
5974,T,2,5,3,4,2,7,11,2,7,7,11,8,1,11,1,8
12836,B,7,10,9,8,9,7,7,5,5,7,5,7,4,8,7,8
14782,M,3,7,4,5,3,7,7,11,1,7,9,8,8,6,0,8
12641,I,2,5,3,3,1,7,8,1,7,14,6,7,0,8,1,7
8853,C,2,1,2,1,0,6,7,6,9,7,6,14,0,8,4,10
191,D,4,10,6,7,4,8,6,8,7,4,5,3,3,8,4,8
18166,O,2,4,3,2,2,8,7,7,4,7,6,8,2,8,2,8
6230,Y,3,4,5,5,1,8,10,3,2,6,13,8,2,11,0,8
10600,Z,5,11,7,8,4,7,7,2,10,12,5,9,1,9,6,8
3691,L,2,4,3,6,1,0,1,5,6,0,0,7,0,8,0,8
18658,N,3,9,4,7,4,7,7,12,1,6,6,8,5,8,0,7
19176,Q,5,7,6,6,5,8,4,3,5,7,3,8,4,8,4,8
8739,W,3,1,5,2,3,8,11,3,2,6,9,8,7,11,0,7
15801,A,6,10,7,7,7,8,8,6,5,6,5,8,5,7,7,5
18095,B,6,9,8,6,8,7,8,5,5,7,5,7,4,9,6,7
13409,X,2,3,3,2,1,7,7,3,9,6,6,8,2,8,5,7
13776,D,2,3,3,2,2,7,7,6,6,7,6,5,2,8,3,7
19937,H,3,8,5,6,4,8,8,7,7,7,5,7,3,8,3,7
14137,S,6,9,8,7,11,7,6,4,2,8,5,8,3,8,13,4
10570,Q,2,2,2,3,1,7,8,5,1,7,8,10,2,9,4,8
10172,H,7,9,10,6,8,11,6,3,7,10,2,6,5,7,4,10
8088,D,4,4,5,6,3,5,7,10,9,7,6,5,3,8,4,8
6266,F,4,7,4,5,1,1,14,5,3,12,9,5,0,8,2,6
13447,Y,5,7,7,9,8,10,10,5,3,6,7,8,6,11,8,5
6781,Q,3,9,4,8,3,8,6,9,6,6,5,8,3,8,4,8
6498,N,5,10,7,7,5,8,8,6,5,6,6,5,6,9,2,6
11201,H,5,10,8,8,10,7,6,6,4,7,5,8,9,6,10,10
15580,E,2,6,3,4,3,6,7,6,8,7,6,10,3,8,6,8
6079,O,1,3,2,2,1,8,7,5,3,9,6,8,2,8,2,8
230,N,7,10,10,8,5,7,8,3,5,10,6,7,7,8,1,8
5286,Z,6,10,8,8,4,6,9,3,10,11,9,5,2,8,7,5
9041,Y,7,8,9,10,11,9,8,6,3,7,7,8,6,10,7,4
7057,Q,1,2,2,3,1,7,8,4,1,7,8,10,2,9,3,8
760,H,6,9,8,6,7,11,6,3,6,10,3,7,3,7,3,10
13346,G,2,0,2,1,1,8,6,6,6,6,5,9,1,7,5,10
12662,W,4,7,6,5,3,7,8,4,1,7,8,8,8,9,0,8
204,Q,3,5,3,6,3,7,8,6,3,8,8,9,3,8,5,7
7747,Z,4,9,4,7,2,7,7,4,14,9,6,8,0,8,8,8
10294,L,3,7,3,5,1,0,1,6,6,0,0,6,0,8,0,8
1051,L,5,11,6,9,4,4,4,1,9,6,1,10,0,6,3,6
13653,V,3,7,5,5,1,8,8,4,2,7,14,8,3,10,0,8
16817,R,8,11,7,6,5,10,6,3,5,9,4,8,6,8,6,9
696,G,2,3,3,2,1,6,7,5,5,9,7,10,2,8,4,10
2976,B,4,6,6,5,6,8,8,5,5,7,6,8,6,8,8,3
18215,J,4,11,5,9,3,7,8,2,7,15,5,8,1,6,1,7
10562,R,4,11,5,8,3,6,9,11,5,7,5,8,3,8,5,10
12920,X,2,4,4,3,2,7,7,3,9,6,6,8,2,8,5,8
12907,V,5,7,5,5,3,4,12,1,2,8,10,7,3,12,1,8
1412,X,7,15,8,8,5,11,7,2,8,11,4,6,3,11,4,9
8745,V,5,11,8,8,2,8,8,5,3,6,14,8,3,9,0,8
650,B,4,7,6,5,5,10,7,3,6,10,4,6,2,8,4,10
11860,Z,4,9,4,7,4,7,8,3,12,8,6,8,0,8,7,7
18527,O,1,3,2,2,1,8,6,6,3,9,6,8,2,8,2,8
16533,F,3,8,3,5,1,0,13,4,4,13,11,7,0,8,1,6
3984,D,2,3,4,2,2,9,6,4,6,10,4,6,2,8,3,8
3987,E,2,1,3,3,2,7,7,5,7,7,6,9,2,8,5,10
330,M,6,9,9,6,6,5,7,3,5,10,10,9,8,6,3,8
1379,Z,2,4,4,2,2,7,7,2,9,12,6,8,1,8,5,8
8906,K,6,9,8,6,8,8,8,5,5,7,6,6,8,7,8,13
17197,A,6,12,6,6,5,9,4,5,3,10,5,12,7,3,6,11
11559,L,3,6,4,4,2,5,3,1,8,8,2,10,0,7,2,7
15716,I,5,11,4,6,2,8,8,2,5,13,4,5,2,9,5,9
1552,H,5,10,5,8,5,8,7,13,1,7,7,8,3,8,0,8
15787,E,4,10,4,8,4,3,9,5,10,7,6,14,0,8,6,8
3180,U,9,11,9,8,7,4,8,5,8,9,7,9,6,8,4,3
5178,C,4,7,4,5,2,5,9,6,7,12,9,9,2,10,2,7
522,J,4,7,5,8,5,8,8,4,5,7,6,8,3,8,9,8
3319,X,6,10,7,5,3,5,9,2,8,11,8,8,4,9,3,6
6193,U,7,11,9,8,5,4,9,7,8,9,11,11,3,9,1,8
238,V,3,7,5,5,3,9,11,2,2,4,10,8,2,12,1,8
11444,X,3,4,4,3,2,7,7,3,9,6,6,9,2,8,5,8
18654,O,7,14,5,8,4,5,8,7,4,10,8,9,5,10,5,8
73,J,2,8,3,6,1,13,3,8,4,13,3,11,1,6,0,8
3946,X,3,8,5,6,4,8,7,3,8,5,6,8,2,8,6,8
2126,L,8,12,8,6,4,8,4,4,5,12,8,11,3,9,6,9
18938,X,6,9,10,7,4,8,8,1,9,10,5,7,3,8,4,8
18176,A,3,9,5,7,4,6,4,3,1,6,1,8,2,6,2,7
19233,D,1,4,3,2,2,9,6,3,5,10,5,6,2,8,2,8
1096,U,6,10,6,5,3,7,6,5,4,6,7,7,5,6,3,6
740,U,6,10,6,8,4,3,9,5,6,11,11,9,3,9,1,7
251,S,6,8,7,6,4,9,6,4,6,10,3,8,2,8,5,10
